state,district,subdistrict,village,latitude,longitude,geometry
Assam,Sonitpur,Sonitpur Sub-Division,Sipajhar Ward-8,26.6487,92.8604,POINT(92.8604 26.6487)
Assam,Dibrugarh,Dibrugarh Sub-Division,Kalaigaon Ward-9,27.6118,94.845,POINT(94.845 27.6118)
Assam,Cachar,Cachar Sub-Division,Moirang Ward-10,24.8045,92.6303,POINT(92.6303 24.8045)
Assam,Nagaon,Nagaon Sub-Division,Rangia Ward-11,26.2169,92.6223,POINT(92.6223 26.2169)
Meghalaya,East Khasi Hills,East Khasi Hills Sub-Division,Bishalgarh Ward-12,25.6916,91.9872,POINT(91.9872 25.6916)
Meghalaya,West Khasi Hills,West Khasi Hills Sub-Division,Nongpoh Ward-13,25.4731,91.2551,POINT(91.2551 25.4731)
Meghalaya,Ri-Bhoi,Ri-Bhoi Sub-Division,Singtam Ward-14,25.8877,91.8682,POINT(91.8682 25.8877)
Meghalaya,West Jaintia Hills,West Jaintia Hills Sub-Division,Singtam Ward-15,25.3773,92.1648,POINT(92.1648 25.3773)
Sikkim,East Sikkim,East Sikkim Sub-Division,Tenga Ward-16,27.2579,88.5512,POINT(88.5512 27.2579)
Sikkim,North Sikkim,North Sikkim Sub-Division,Serchhip Ward-17,27.5997,88.4745,POINT(88.4745 27.5997)
Sikkim,South Sikkim,South Sikkim Sub-Division,Ambassa Ward-18,27.1226,88.3664,POINT(88.3664 27.1226)
Nagaland,Kohima,Kohima Sub-Division,Sipajhar Ward-19,25.7934,94.0393,POINT(94.0393 25.7934)
Nagaland,Dimapur,Dimapur Sub-Division,Chumukedima Ward-20,25.9065,93.6374,POINT(93.6374 25.9065)
Nagaland,Mokokchung,Mokokchung Sub-Division,Kalaigaon Ward-21,26.2438,94.6205,POINT(94.6205 26.2438)
Manipur,Imphal West,Imphal West Sub-Division,Jang Ward-22,24.699,94.0629,POINT(94.0629 24.699)
Manipur,Bishnupur,Bishnupur Sub-Division,Moirang Ward-23,24.4844,93.8716,POINT(93.8716 24.4844)
Manipur,Senapati,Senapati Sub-Division,Rangia Ward-24,25.2046,94.1294,POINT(94.1294 25.2046)
Mizoram,Aizawl,Aizawl Sub-Division,Dirang Ward-25,23.7243,92.8629,POINT(92.8629 23.7243)
Mizoram,Kolasib,Kolasib Sub-Division,Bishalgarh Ward-1,24.2951,92.5685,POINT(92.5685 24.2951)
Mizoram,Lunglei,Lunglei Sub-Division,Lumla Ward-2,22.8922,92.7407,POINT(92.7407 22.8922)
Tripura,West Tripura,West Tripura Sub-Division,Mairang Ward-3,23.8187,91.1729,POINT(91.1729 23.8187)
Tripura,Sipahijala,Sipahijala Sub-Division,Cherrapunji Ward-4,23.4885,91.2252,POINT(91.2252 23.4885)
Tripura,Dhalai,Dhalai Sub-Division,Teliamura Ward-5,23.9586,91.7561,POINT(91.7561 23.9586)
Arunachal Pradesh,Tawang,Tawang Sub-Division,Dirang Ward-6,27.62,91.8192,POINT(91.8192 27.62)
Arunachal Pradesh,West Kameng,West Kameng Sub-Division,Mangan Ward-7,27.3402,92.3754,POINT(92.3754 27.3402)
Arunachal Pradesh,Papum Pare,Papum Pare Sub-Division,Chumukedima Ward-8,26.9897,93.6394,POINT(93.6394 26.9897)
Arunachal Pradesh,East Siang,East Siang Sub-Division,Cherrapunji Ward-9,28.1572,95.3426,POINT(95.3426 28.1572)
Arunachal Pradesh,Lower Subansiri,Lower Subansiri Sub-Division,Hnahthial Ward-10,27.6877,93.7249,POINT(93.7249 27.6877)
Assam,Kamrup Metropolitan,Kamrup Metropolitan Sub-Division,Rangia Ward-11,26.0348,91.8542,POINT(91.8542 26.0348)
Assam,Kamrup Rural,Kamrup Rural Sub-Division,Tenga Ward-12,26.2706,91.502,POINT(91.502 26.2706)
Assam,Darrang,Darrang Sub-Division,Lumla Ward-13,26.3317,91.93,POINT(91.93 26.3317)
Assam,Sonitpur,Sonitpur Sub-Division,Teliamura Ward-14,26.6728,92.7776,POINT(92.7776 26.6728)
Assam,Dibrugarh,Dibrugarh Sub-Division,Tseminyu Ward-15,27.49,95.005,POINT(95.005 27.49)
Assam,Cachar,Cachar Sub-Division,Mangan Ward-16,24.9435,92.9178,POINT(92.9178 24.9435)
Assam,Nagaon,Nagaon Sub-Division,Dirang Ward-17,26.3567,92.8278,POINT(92.8278 26.3567)
Meghalaya,East Khasi Hills,East Khasi Hills Sub-Division,Kalaigaon Ward-18,25.575,91.9643,POINT(91.9643 25.575)
Meghalaya,West Khasi Hills,West Khasi Hills Sub-Division,Hnahthial Ward-19,25.4991,91.397,POINT(91.397 25.4991)
Meghalaya,Ri-Bhoi,Ri-Bhoi Sub-Division,Jang Ward-20,25.8512,91.9194,POINT(91.9194 25.8512)
Meghalaya,West Jaintia Hills,West Jaintia Hills Sub-Division,Lumla Ward-21,25.3237,92.1531,POINT(92.1531 25.3237)
Sikkim,East Sikkim,East Sikkim Sub-Division,Nongpoh Ward-22,27.2691,88.6499,POINT(88.6499 27.2691)
Sikkim,North Sikkim,North Sikkim Sub-Division,Nongpoh Ward-23,27.6316,88.6244,POINT(88.6244 27.6316)
Sikkim,South Sikkim,South Sikkim Sub-Division,Ambassa Ward-24,27.0752,88.2069,POINT(88.2069 27.0752)
Nagaland,Kohima,Kohima Sub-Division,Singtam Ward-25,25.7483,94.1835,POINT(94.1835 25.7483)
Nagaland,Dimapur,Dimapur Sub-Division,Mairang Ward-1,25.7759,93.8411,POINT(93.8411 25.7759)
Nagaland,Mokokchung,Mokokchung Sub-Division,Chaygaon Ward-2,26.3322,94.6688,POINT(94.6688 26.3322)
Manipur,Imphal West,Imphal West Sub-Division,Nongpoh Ward-3,24.8634,94.0524,POINT(94.0524 24.8634)
Manipur,Bishnupur,Bishnupur Sub-Division,Serchhip Ward-4,24.6153,93.6524,POINT(93.6524 24.6153)
Manipur,Senapati,Senapati Sub-Division,Serchhip Ward-5,25.3091,94.1181,POINT(94.1181 25.3091)
Mizoram,Aizawl,Aizawl Sub-Division,Tseminyu Ward-6,23.8384,92.8481,POINT(92.8481 23.8384)
Mizoram,Kolasib,Kolasib Sub-Division,Teliamura Ward-7,24.2793,92.5831,POINT(92.5831 24.2793)
Mizoram,Lunglei,Lunglei Sub-Division,Singtam Ward-8,22.9932,92.7205,POINT(92.7205 22.9932)
Tripura,West Tripura,West Tripura Sub-Division,Nambol Ward-9,23.7857,91.2987,POINT(91.2987 23.7857)
Tripura,Sipahijala,Sipahijala Sub-Division,Dirang Ward-10,23.6087,91.2087,POINT(91.2087 23.6087)
Tripura,Dhalai,Dhalai Sub-Division,Teliamura Ward-11,23.9544,91.8032,POINT(91.8032 23.9544)
Arunachal Pradesh,Tawang,Tawang Sub-Division,Singtam Ward-12,27.5837,91.936,POINT(91.936 27.5837)
Arunachal Pradesh,West Kameng,West Kameng Sub-Division,Mairang Ward-13,27.2024,92.3353,POINT(92.3353 27.2024)
Arunachal Pradesh,Papum Pare,Papum Pare Sub-Division,Rangia Ward-14,27.215,93.5977,POINT(93.5977 27.215)
Arunachal Pradesh,East Siang,East Siang Sub-Division,Rangia Ward-15,28.0329,95.2895,POINT(95.2895 28.0329)
Arunachal Pradesh,Lower Subansiri,Lower Subansiri Sub-Division,Chumukedima Ward-16,27.555,93.92,POINT(93.92 27.555)
Assam,Kamrup Metropolitan,Kamrup Metropolitan Sub-Division,Rangia Ward-17,26.0799,91.8091,POINT(91.8091 26.0799)
Assam,Kamrup Rural,Kamrup Rural Sub-Division,Dirang Ward-18,26.0555,91.453,POINT(91.453 26.0555)
Assam,Darrang,Darrang Sub-Division,Nongpoh Ward-19,26.3836,92.0678,POINT(92.0678 26.3836)
Assam,Sonitpur,Sonitpur Sub-Division,Kalaigaon Ward-20,26.7747,92.6492,POINT(92.6492 26.7747)
Assam,Dibrugarh,Dibrugarh Sub-Division,Tseminyu Ward-21,27.4543,94.7645,POINT(94.7645 27.4543)
Assam,Cachar,Cachar Sub-Division,Bishalgarh Ward-22,24.7859,92.7224,POINT(92.7224 24.7859)
Assam,Nagaon,Nagaon Sub-Division,Rupa Ward-23,26.4043,92.5435,POINT(92.5435 26.4043)
Meghalaya,East Khasi Hills,East Khasi Hills Sub-Division,Nongpoh Ward-24,25.4456,91.976,POINT(91.976 25.4456)
Meghalaya,West Khasi Hills,West Khasi Hills Sub-Division,Rupa Ward-25,25.6287,91.185,POINT(91.185 25.6287)
Meghalaya,Ri-Bhoi,Ri-Bhoi Sub-Division,Jang Ward-1,25.9804,91.8047,POINT(91.8047 25.9804)
Meghalaya,West Jaintia Hills,West Jaintia Hills Sub-Division,Rupa Ward-2,25.5984,92.1098,POINT(92.1098 25.5984)
Sikkim,East Sikkim,East Sikkim Sub-Division,Chaygaon Ward-3,27.4835,88.5983,POINT(88.5983 27.4835)
Sikkim,North Sikkim,North Sikkim Sub-Division,Cherrapunji Ward-4,27.3976,88.6185,POINT(88.6185 27.3976)
Sikkim,South Sikkim,South Sikkim Sub-Division,Mairang Ward-5,27.096,88.3916,POINT(88.3916 27.096)
Nagaland,Kohima,Kohima Sub-Division,Mangan Ward-6,25.7251,94.2506,POINT(94.2506 25.7251)
Nagaland,Dimapur,Dimapur Sub-Division,Mangan Ward-7,25.807,93.6603,POINT(93.6603 25.807)
Nagaland,Mokokchung,Mokokchung Sub-Division,Nongpoh Ward-8,26.4657,94.5443,POINT(94.5443 26.4657)
Manipur,Imphal West,Imphal West Sub-Division,Chaygaon Ward-9,24.7784,93.8136,POINT(93.8136 24.7784)
Manipur,Bishnupur,Bishnupur Sub-Division,Ambassa Ward-10,24.5839,93.9054,POINT(93.9054 24.5839)
Manipur,Senapati,Senapati Sub-Division,Cherrapunji Ward-11,25.3034,94.0704,POINT(94.0704 25.3034)
Mizoram,Aizawl,Aizawl Sub-Division,Chumukedima Ward-12,23.6721,92.7351,POINT(92.7351 23.6721)
Mizoram,Kolasib,Kolasib Sub-Division,Bishalgarh Ward-13,24.2016,92.5879,POINT(92.5879 24.2016)
Mizoram,Lunglei,Lunglei Sub-Division,Gyalshing Ward-14,22.8052,92.6018,POINT(92.6018 22.8052)
Tripura,West Tripura,West Tripura Sub-Division,Jang Ward-15,23.8906,91.1937,POINT(91.1937 23.8906)
Tripura,Sipahijala,Sipahijala Sub-Division,Dirang Ward-16,23.6255,91.4223,POINT(91.4223 23.6255)
Tripura,Dhalai,Dhalai Sub-Division,Tenga Ward-17,23.7207,91.7465,POINT(91.7465 23.7207)
Arunachal Pradesh,Tawang,Tawang Sub-Division,Moirang Ward-18,27.5723,91.9422,POINT(91.9422 27.5723)
Arunachal Pradesh,West Kameng,West Kameng Sub-Division,Tenga Ward-19,27.1201,92.5229,POINT(92.5229 27.1201)
Arunachal Pradesh,Papum Pare,Papum Pare Sub-Division,Cherrapunji Ward-20,26.9694,93.7567,POINT(93.7567 26.9694)
Arunachal Pradesh,East Siang,East Siang Sub-Division,Tenga Ward-21,28.0653,95.3414,POINT(95.3414 28.0653)
Arunachal Pradesh,Lower Subansiri,Lower Subansiri Sub-Division,Bishalgarh Ward-22,27.4966,93.7089,POINT(93.7089 27.4966)
Assam,Kamrup Metropolitan,Kamrup Metropolitan Sub-Division,Tseminyu Ward-23,26.0334,91.8482,POINT(91.8482 26.0334)
Assam,Kamrup Rural,Kamrup Rural Sub-Division,Dirang Ward-24,26.0445,91.6045,POINT(91.6045 26.0445)
Assam,Darrang,Darrang Sub-Division,Chaygaon Ward-25,26.5124,91.9578,POINT(91.9578 26.5124)
Assam,Sonitpur,Sonitpur Sub-Division,Cherrapunji Ward-1,26.4877,92.9189,POINT(92.9189 26.4877)
Assam,Dibrugarh,Dibrugarh Sub-Division,Moirang Ward-2,27.3468,95.0023,POINT(95.0023 27.3468)
Assam,Cachar,Cachar Sub-Division,Serchhip Ward-3,24.9504,92.8755,POINT(92.8755 24.9504)
Assam,Nagaon,Nagaon Sub-Division,Cherrapunji Ward-4,26.2749,92.5462,POINT(92.5462 26.2749)
Meghalaya,East Khasi Hills,East Khasi Hills Sub-Division,Chaygaon Ward-5,25.4936,91.8991,POINT(91.8991 25.4936)
Meghalaya,West Khasi Hills,West Khasi Hills Sub-Division,Jang Ward-6,25.4168,91.2679,POINT(91.2679 25.4168)
Meghalaya,Ri-Bhoi,Ri-Bhoi Sub-Division,Tseminyu Ward-7,25.9175,91.8974,POINT(91.8974 25.9175)
Meghalaya,West Jaintia Hills,West Jaintia Hills Sub-Division,Mairang Ward-8,25.4074,92.1876,POINT(92.1876 25.4074)
Sikkim,East Sikkim,East Sikkim Sub-Division,Rangia Ward-9,27.4266,88.6215,POINT(88.6215 27.4266)
Sikkim,North Sikkim,North Sikkim Sub-Division,Sipajhar Ward-10,27.6495,88.5329,POINT(88.5329 27.6495)
Sikkim,South Sikkim,South Sikkim Sub-Division,Rupa Ward-11,27.3191,88.4535,POINT(88.4535 27.3191)
Nagaland,Kohima,Kohima Sub-Division,Mairang Ward-12,25.7429,94.1411,POINT(94.1411 25.7429)
Nagaland,Dimapur,Dimapur Sub-Division,Moirang Ward-13,25.9219,93.8009,POINT(93.8009 25.9219)
Nagaland,Mokokchung,Mokokchung Sub-Division,Nambol Ward-14,26.2941,94.5879,POINT(94.5879 26.2941)
Manipur,Imphal West,Imphal West Sub-Division,Serchhip Ward-15,24.965,93.8774,POINT(93.8774 24.965)
Manipur,Bishnupur,Bishnupur Sub-Division,Tseminyu Ward-16,24.5769,93.846,POINT(93.846 24.5769)
Manipur,Senapati,Senapati Sub-Division,Sipajhar Ward-17,25.2761,94.0269,POINT(94.0269 25.2761)
Mizoram,Aizawl,Aizawl Sub-Division,Bishalgarh Ward-18,23.7152,92.6144,POINT(92.6144 23.7152)
Mizoram,Kolasib,Kolasib Sub-Division,Jang Ward-19,24.1399,92.7733,POINT(92.7733 24.1399)
Mizoram,Lunglei,Lunglei Sub-Division,Jang Ward-20,22.7952,92.6132,POINT(92.6132 22.7952)
Tripura,West Tripura,West Tripura Sub-Division,Nongpoh Ward-21,23.9292,91.3437,POINT(91.3437 23.9292)
Tripura,Sipahijala,Sipahijala Sub-Division,Rangia Ward-22,23.6777,91.1732,POINT(91.1732 23.6777)
Tripura,Dhalai,Dhalai Sub-Division,Moirang Ward-23,23.7168,91.9313,POINT(91.9313 23.7168)
Arunachal Pradesh,Tawang,Tawang Sub-Division,Chaygaon Ward-24,27.7152,91.7456,POINT(91.7456 27.7152)
Arunachal Pradesh,West Kameng,West Kameng Sub-Division,Nambol Ward-25,27.2952,92.2693,POINT(92.2693 27.2952)
Arunachal Pradesh,Papum Pare,Papum Pare Sub-Division,Gyalshing Ward-1,27.1077,93.5624,POINT(93.5624 27.1077)
Arunachal Pradesh,East Siang,East Siang Sub-Division,Sipajhar Ward-2,27.9822,95.1912,POINT(95.1912 27.9822)
Arunachal Pradesh,Lower Subansiri,Lower Subansiri Sub-Division,Moirang Ward-3,27.6259,93.8526,POINT(93.8526 27.6259)
Assam,Kamrup Metropolitan,Kamrup Metropolitan Sub-Division,Singtam Ward-4,26.1128,91.6259,POINT(91.6259 26.1128)
Assam,Kamrup Rural,Kamrup Rural Sub-Division,Mangan Ward-5,26.1994,91.4908,POINT(91.4908 26.1994)
Assam,Darrang,Darrang Sub-Division,Singtam Ward-6,26.3411,91.9215,POINT(91.9215 26.3411)
Assam,Sonitpur,Sonitpur Sub-Division,Rupa Ward-7,26.6552,92.811,POINT(92.811 26.6552)
Assam,Dibrugarh,Dibrugarh Sub-Division,Mangan Ward-8,27.4027,94.891,POINT(94.891 27.4027)
Assam,Cachar,Cachar Sub-Division,Tenga Ward-9,24.8848,92.756,POINT(92.756 24.8848)
Assam,Nagaon,Nagaon Sub-Division,Rupa Ward-10,26.3918,92.7649,POINT(92.7649 26.3918)
Meghalaya,East Khasi Hills,East Khasi Hills Sub-Division,Dirang Ward-11,25.7258,91.876,POINT(91.876 25.7258)
Meghalaya,West Khasi Hills,West Khasi Hills Sub-Division,Gyalshing Ward-12,25.43,91.3156,POINT(91.3156 25.43)
Meghalaya,Ri-Bhoi,Ri-Bhoi Sub-Division,Serchhip Ward-13,25.7837,91.7464,POINT(91.7464 25.7837)
Meghalaya,West Jaintia Hills,West Jaintia Hills Sub-Division,Nongpoh Ward-14,25.546,92.0541,POINT(92.0541 25.546)
Sikkim,East Sikkim,East Sikkim Sub-Division,Bishalgarh Ward-15,27.3303,88.5561,POINT(88.5561 27.3303)
Sikkim,North Sikkim,North Sikkim Sub-Division,Ambassa Ward-16,27.507,88.4776,POINT(88.4776 27.507)
Sikkim,South Sikkim,South Sikkim Sub-Division,Cherrapunji Ward-17,27.2285,88.4005,POINT(88.4005 27.2285)
Nagaland,Kohima,Kohima Sub-Division,Tenga Ward-18,25.5381,94.0097,POINT(94.0097 25.5381)
Nagaland,Dimapur,Dimapur Sub-Division,Serchhip Ward-19,25.8382,93.717,POINT(93.717 25.8382)
Nagaland,Mokokchung,Mokokchung Sub-Division,Hnahthial Ward-20,26.2564,94.6256,POINT(94.6256 26.2564)
Manipur,Imphal West,Imphal West Sub-Division,Moirang Ward-21,24.7547,94.0518,POINT(94.0518 24.7547)
Manipur,Bishnupur,Bishnupur Sub-Division,Cherrapunji Ward-22,24.7754,93.6444,POINT(93.6444 24.7754)
Manipur,Senapati,Senapati Sub-Division,Chaygaon Ward-23,25.1364,93.9197,POINT(93.9197 25.1364)
Mizoram,Aizawl,Aizawl Sub-Division,Serchhip Ward-24,23.589,92.8443,POINT(92.8443 23.589)
Mizoram,Kolasib,Kolasib Sub-Division,Nambol Ward-25,24.1171,92.634,POINT(92.634 24.1171)
Mizoram,Lunglei,Lunglei Sub-Division,Rupa Ward-1,23.0288,92.8836,POINT(92.8836 23.0288)
Tripura,West Tripura,West Tripura Sub-Division,Cherrapunji Ward-2,23.9451,91.4039,POINT(91.4039 23.9451)
Tripura,Sipahijala,Sipahijala Sub-Division,Chumukedima Ward-3,23.7697,91.2297,POINT(91.2297 23.7697)
Tripura,Dhalai,Dhalai Sub-Division,Serchhip Ward-4,23.7263,91.8147,POINT(91.8147 23.7263)
Arunachal Pradesh,Tawang,Tawang Sub-Division,Ambassa Ward-5,27.5043,91.7815,POINT(91.7815 27.5043)
Arunachal Pradesh,West Kameng,West Kameng Sub-Division,Cherrapunji Ward-6,27.2961,92.4007,POINT(92.4007 27.2961)
Arunachal Pradesh,Papum Pare,Papum Pare Sub-Division,Singtam Ward-7,27.1128,93.7066,POINT(93.7066 27.1128)
Arunachal Pradesh,East Siang,East Siang Sub-Division,Rupa Ward-8,28.1856,95.4489,POINT(95.4489 28.1856)
Arunachal Pradesh,Lower Subansiri,Lower Subansiri Sub-Division,Nambol Ward-9,27.4435,93.9599,POINT(93.9599 27.4435)
Assam,Kamrup Metropolitan,Kamrup Metropolitan Sub-Division,Mairang Ward-10,26.1544,91.802,POINT(91.802 26.1544)
Assam,Kamrup Rural,Kamrup Rural Sub-Division,Chumukedima Ward-11,26.2531,91.6416,POINT(91.6416 26.2531)
Assam,Darrang,Darrang Sub-Division,Rangia Ward-12,26.393,92.1047,POINT(92.1047 26.393)
Assam,Sonitpur,Sonitpur Sub-Division,Lumla Ward-13,26.5659,92.8763,POINT(92.8763 26.5659)
Assam,Dibrugarh,Dibrugarh Sub-Division,Teliamura Ward-14,27.6186,94.9471,POINT(94.9471 27.6186)
Assam,Cachar,Cachar Sub-Division,Chumukedima Ward-15,24.753,92.8351,POINT(92.8351 24.753)
Assam,Nagaon,Nagaon Sub-Division,Tseminyu Ward-16,26.2354,92.7878,POINT(92.7878 26.2354)
Meghalaya,East Khasi Hills,East Khasi Hills Sub-Division,Serchhip Ward-17,25.6844,91.8907,POINT(91.8907 25.6844)
Meghalaya,West Khasi Hills,West Khasi Hills Sub-Division,Chaygaon Ward-18,25.4826,91.4006,POINT(91.4006 25.4826)
Meghalaya,Ri-Bhoi,Ri-Bhoi Sub-Division,Tenga Ward-19,25.9727,92.0265,POINT(92.0265 25.9727)
Meghalaya,West Jaintia Hills,West Jaintia Hills Sub-Division,Jang Ward-20,25.5864,92.1818,POINT(92.1818 25.5864)
Sikkim,East Sikkim,East Sikkim Sub-Division,Teliamura Ward-21,27.3262,88.5305,POINT(88.5305 27.3262)
Sikkim,North Sikkim,North Sikkim Sub-Division,Singtam Ward-22,27.5973,88.6161,POINT(88.6161 27.5973)
Sikkim,South Sikkim,South Sikkim Sub-Division,Teliamura Ward-23,27.1981,88.3576,POINT(88.3576 27.1981)
Nagaland,Kohima,Kohima Sub-Division,Singtam Ward-24,25.5579,94.0957,POINT(94.0957 25.5579)
Nagaland,Dimapur,Dimapur Sub-Division,Bishalgarh Ward-25,25.9124,93.6962,POINT(93.6962 25.9124)
Nagaland,Mokokchung,Mokokchung Sub-Division,Chumukedima Ward-1,26.4045,94.6588,POINT(94.6588 26.4045)
Manipur,Imphal West,Imphal West Sub-Division,Bishalgarh Ward-2,24.7584,94.0351,POINT(94.0351 24.7584)
Manipur,Bishnupur,Bishnupur Sub-Division,Singtam Ward-3,24.7581,93.8215,POINT(93.8215 24.7581)
Manipur,Senapati,Senapati Sub-Division,Mairang Ward-4,25.2455,94.0768,POINT(94.0768 25.2455)
Mizoram,Aizawl,Aizawl Sub-Division,Chaygaon Ward-5,23.8454,92.7315,POINT(92.7315 23.8454)
Mizoram,Kolasib,Kolasib Sub-Division,Kalaigaon Ward-6,24.1237,92.7071,POINT(92.7071 24.1237)
Mizoram,Lunglei,Lunglei Sub-Division,Tseminyu Ward-7,22.7571,92.6872,POINT(92.6872 22.7571)
Tripura,West Tripura,West Tripura Sub-Division,Tseminyu Ward-8,23.897,91.1739,POINT(91.1739 23.897)
Tripura,Sipahijala,Sipahijala Sub-Division,Mairang Ward-9,23.5106,91.3742,POINT(91.3742 23.5106)
Tripura,Dhalai,Dhalai Sub-Division,Sipajhar Ward-10,23.9849,91.8136,POINT(91.8136 23.9849)
Arunachal Pradesh,Tawang,Tawang Sub-Division,Tseminyu Ward-11,27.5367,91.9708,POINT(91.9708 27.5367)
Arunachal Pradesh,West Kameng,West Kameng Sub-Division,Dirang Ward-12,27.1682,92.4795,POINT(92.4795 27.1682)
Arunachal Pradesh,Papum Pare,Papum Pare Sub-Division,Mairang Ward-13,27.2387,93.5532,POINT(93.5532 27.2387)
Arunachal Pradesh,East Siang,East Siang Sub-Division,Sipajhar Ward-14,27.9769,95.3628,POINT(95.3628 27.9769)
Arunachal Pradesh,Lower Subansiri,Lower Subansiri Sub-Division,Sipajhar Ward-15,27.5496,93.9222,POINT(93.9222 27.5496)
Assam,Kamrup Metropolitan,Kamrup Metropolitan Sub-Division,Chaygaon Ward-16,26.1712,91.7289,POINT(91.7289 26.1712)
Assam,Kamrup Rural,Kamrup Rural Sub-Division,Sipajhar Ward-17,26.037,91.6767,POINT(91.6767 26.037)
Assam,Darrang,Darrang Sub-Division,Jang Ward-18,26.5496,91.8957,POINT(91.8957 26.5496)
Assam,Sonitpur,Sonitpur Sub-Division,Singtam Ward-19,26.5274,92.6523,POINT(92.6523 26.5274)
Assam,Dibrugarh,Dibrugarh Sub-Division,Mairang Ward-20,27.5989,94.7767,POINT(94.7767 27.5989)
Assam,Cachar,Cachar Sub-Division,Hnahthial Ward-21,24.7686,92.8272,POINT(92.8272 24.7686)
Assam,Nagaon,Nagaon Sub-Division,Tseminyu Ward-22,26.2484,92.6706,POINT(92.6706 26.2484)
Meghalaya,East Khasi Hills,East Khasi Hills Sub-Division,Moirang Ward-23,25.6594,91.8401,POINT(91.8401 25.6594)
Meghalaya,West Khasi Hills,West Khasi Hills Sub-Division,Rangia Ward-24,25.4882,91.2751,POINT(91.2751 25.4882)
Meghalaya,Ri-Bhoi,Ri-Bhoi Sub-Division,Chumukedima Ward-25,26.0078,91.8288,POINT(91.8288 26.0078)
Meghalaya,West Jaintia Hills,West Jaintia Hills Sub-Division,Mangan Ward-1,25.4836,92.0828,POINT(92.0828 25.4836)
Sikkim,East Sikkim,East Sikkim Sub-Division,Tseminyu Ward-2,27.2152,88.6737,POINT(88.6737 27.2152)
Sikkim,North Sikkim,North Sikkim Sub-Division,Moirang Ward-3,27.4362,88.5827,POINT(88.5827 27.4362)
Sikkim,South Sikkim,South Sikkim Sub-Division,Lumla Ward-4,27.207,88.4781,POINT(88.4781 27.207)
Nagaland,Kohima,Kohima Sub-Division,Cherrapunji Ward-5,25.7147,94.1064,POINT(94.1064 25.7147)
Nagaland,Dimapur,Dimapur Sub-Division,Tenga Ward-6,25.8439,93.6356,POINT(93.6356 25.8439)
Nagaland,Mokokchung,Mokokchung Sub-Division,Hnahthial Ward-7,26.2104,94.6244,POINT(94.6244 26.2104)
Manipur,Imphal West,Imphal West Sub-Division,Moirang Ward-8,24.6806,93.8917,POINT(93.8917 24.6806)
Manipur,Bishnupur,Bishnupur Sub-Division,Tseminyu Ward-9,24.5428,93.699,POINT(93.699 24.5428)
Manipur,Senapati,Senapati Sub-Division,Cherrapunji Ward-10,25.275,94.0901,POINT(94.0901 25.275)
Mizoram,Aizawl,Aizawl Sub-Division,Dirang Ward-11,23.7944,92.7524,POINT(92.7524 23.7944)
Mizoram,Kolasib,Kolasib Sub-Division,Dirang Ward-12,24.3201,92.8067,POINT(92.8067 24.3201)
Mizoram,Lunglei,Lunglei Sub-Division,Rangia Ward-13,22.9237,92.7344,POINT(92.7344 22.9237)
Tripura,West Tripura,West Tripura Sub-Division,Serchhip Ward-14,23.9503,91.2755,POINT(91.2755 23.9503)
Tripura,Sipahijala,Sipahijala Sub-Division,Serchhip Ward-15,23.7355,91.2518,POINT(91.2518 23.7355)
Tripura,Dhalai,Dhalai Sub-Division,Serchhip Ward-16,23.7056,91.8732,POINT(91.8732 23.7056)
Arunachal Pradesh,Tawang,Tawang Sub-Division,Dirang Ward-17,27.5422,92.0003,POINT(92.0003 27.5422)
Arunachal Pradesh,West Kameng,West Kameng Sub-Division,Chumukedima Ward-18,27.2271,92.4262,POINT(92.4262 27.2271)
Arunachal Pradesh,Papum Pare,Papum Pare Sub-Division,Gyalshing Ward-19,27.129,93.726,POINT(93.726 27.129)
Arunachal Pradesh,East Siang,East Siang Sub-Division,Mangan Ward-20,28.129,95.2574,POINT(95.2574 28.129)
Arunachal Pradesh,Lower Subansiri,Lower Subansiri Sub-Division,Cherrapunji Ward-21,27.5356,93.9652,POINT(93.9652 27.5356)
Assam,Kamrup Metropolitan,Kamrup Metropolitan Sub-Division,Moirang Ward-22,26.1068,91.5974,POINT(91.5974 26.1068)
Assam,Kamrup Rural,Kamrup Rural Sub-Division,Jang Ward-23,26.0425,91.5568,POINT(91.5568 26.0425)
Assam,Darrang,Darrang Sub-Division,Moirang Ward-24,26.447,92.1432,POINT(92.1432 26.447)
Assam,Sonitpur,Sonitpur Sub-Division,Dirang Ward-25,26.7453,92.8892,POINT(92.8892 26.7453)
Assam,Dibrugarh,Dibrugarh Sub-Division,Hnahthial Ward-1,27.3844,94.773,POINT(94.773 27.3844)
Assam,Cachar,Cachar Sub-Division,Gyalshing Ward-2,24.6845,92.9086,POINT(92.9086 24.6845)
Assam,Nagaon,Nagaon Sub-Division,Ambassa Ward-3,26.2952,92.8008,POINT(92.8008 26.2952)
Meghalaya,East Khasi Hills,East Khasi Hills Sub-Division,Jang Ward-4,25.5225,91.9166,POINT(91.9166 25.5225)
Meghalaya,West Khasi Hills,West Khasi Hills Sub-Division,Chumukedima Ward-5,25.4202,91.196,POINT(91.196 25.4202)
Meghalaya,Ri-Bhoi,Ri-Bhoi Sub-Division,Kalaigaon Ward-6,25.7853,91.7748,POINT(91.7748 25.7853)
Meghalaya,West Jaintia Hills,West Jaintia Hills Sub-Division,Cherrapunji Ward-7,25.4679,92.0807,POINT(92.0807 25.4679)
