flood_id,date,state,district,latitude,longitude,rainfall_24h_mm,river_level_m,river_distance_km,elevation_m,flood_occurred,severity,road_blocked,duration_hours,current_system_score
FL000898,2025-06-29,Tripura,Sipahijala,23.7253,91.3462,124.6,2.96,2.65,59,0,NONE,0,0.0,0.343
FL000899,2025-06-30,Tripura,Dhalai,23.9894,91.7016,32.6,5.27,1.66,91,0,NONE,0,0.0,0.025
FL000900,2025-06-30,Arunachal Pradesh,Tawang,27.6162,91.7358,203.8,4.07,5.0,2873,0,NONE,0,0.0,0.051
FL000901,2025-06-30,Arunachal Pradesh,West Kameng,27.1258,92.3812,48.0,5.1,4.59,2191,0,NONE,0,0.0,0.095
FL000902,2025-06-30,Arunachal Pradesh,Papum Pare,27.1639,93.6458,100.6,6.12,1.37,359,0,NONE,0,0.0,0.03
FL000903,2025-06-30,Arunachal Pradesh,East Siang,28.0477,95.2365,75.9,11.92,0.49,179,1,HIGH,1,40.5,0.751
FL000904,2025-06-30,Arunachal Pradesh,Lower Subansiri,27.4584,93.9152,128.1,4.99,2.7,1565,0,NONE,0,0.0,0.23
FL000905,2025-06-30,Assam,Kamrup Metropolitan,26.0453,91.597,127.7,13.43,1.18,25,1,CRITICAL,1,93.1,0.818
FL000906,2025-06-30,Assam,Kamrup Rural,26.0611,91.4948,100.1,5.85,0.61,49,0,NONE,0,0.0,0.341
FL000907,2025-06-30,Assam,Darrang,26.4778,92.0363,150.2,12.11,0.65,86,1,CRITICAL,1,56.8,0.929
FL000908,2025-06-30,Assam,Sonitpur,26.6487,92.8604,84.8,9.81,0.48,89,1,HIGH,1,88.2,0.796
FL000909,2025-07-01,Assam,Dibrugarh,27.6118,94.845,39.4,5.24,0.45,125,0,NONE,0,0.0,0.113
FL000910,2025-07-01,Assam,Cachar,24.8045,92.6303,110.6,13.32,0.05,20,1,HIGH,1,53.4,0.806
FL000911,2025-07-01,Assam,Nagaon,26.2169,92.6223,68.8,14.88,1.07,20,1,MEDIUM,0,0.0,0.865
FL000912,2025-07-01,Meghalaya,East Khasi Hills,25.6916,91.9872,169.8,2.88,2.24,1503,0,NONE,0,0.0,0.117
FL000913,2025-07-01,Meghalaya,West Khasi Hills,25.4731,91.2551,224.0,5.64,2.17,1251,0,NONE,0,0.0,0.245
FL000914,2025-07-01,Meghalaya,Ri-Bhoi,25.8877,91.8682,174.6,2.73,1.56,565,0,NONE,0,0.0,0.167
FL000915,2025-07-01,Meghalaya,West Jaintia Hills,25.3773,92.1648,110.4,5.36,1.29,1370,0,NONE,0,0.0,0.219
FL000916,2025-07-01,Sikkim,East Sikkim,27.2579,88.5512,156.9,3.5,0.05,1635,0,NONE,0,0.0,0.177
FL000917,2025-07-01,Sikkim,North Sikkim,27.5997,88.4745,63.1,5.06,0.54,2401,0,NONE,0,0.0,0.126
FL000918,2025-07-01,Sikkim,South Sikkim,27.1226,88.3664,78.9,3.73,0.38,1262,0,NONE,0,0.0,0.361
FL000919,2025-07-02,Nagaland,Kohima,25.7934,94.0393,132.6,5.58,2.14,1475,0,NONE,0,0.0,0.295
FL000920,2025-07-02,Nagaland,Dimapur,25.9065,93.6374,87.3,11.01,0.82,229,1,HIGH,1,21.1,0.739
FL000921,2025-07-02,Nagaland,Mokokchung,26.2438,94.6205,109.7,5.6,1.95,1367,0,NONE,0,0.0,0.333
FL000922,2025-07-02,Manipur,Imphal West,24.699,94.0629,113.9,2.68,0.57,811,0,NONE,0,0.0,0.195
FL000923,2025-07-02,Manipur,Bishnupur,24.4844,93.8716,107.9,11.3,0.29,715,1,HIGH,1,34.8,0.95
FL000924,2025-07-02,Manipur,Senapati,25.2046,94.1294,97.1,5.97,1.71,1302,0,NONE,0,0.0,0.308
FL000925,2025-07-02,Mizoram,Aizawl,23.7243,92.8629,85.2,4.41,2.01,1187,0,NONE,0,0.0,0.173
FL000926,2025-07-02,Mizoram,Kolasib,24.2951,92.5685,31.1,3.88,1.26,617,0,NONE,0,0.0,0.028
FL000927,2025-07-02,Mizoram,Lunglei,22.8922,92.7407,124.7,3.5,2.75,1010,0,NONE,0,0.0,0.117
FL000928,2025-07-02,Tripura,West Tripura,23.8187,91.1729,51.5,6.44,1.4,41,0,NONE,0,0.0,0.215
FL000929,2025-07-03,Tripura,Sipahijala,23.4885,91.2252,66.7,5.8,2.79,46,0,NONE,0,0.0,0.248
FL000930,2025-07-03,Tripura,Dhalai,23.9586,91.7561,149.9,6.47,1.66,113,0,NONE,0,0.0,0.113
FL000931,2025-07-03,Arunachal Pradesh,Tawang,27.62,91.8192,69.0,5.6,5.22,2903,0,NONE,0,0.0,0.07
FL000932,2025-07-03,Arunachal Pradesh,West Kameng,27.3402,92.3754,108.9,5.5,4.37,2191,0,NONE,0,0.0,0.321
FL000933,2025-07-03,Arunachal Pradesh,Papum Pare,26.9897,93.6394,74.4,6.22,1.42,289,0,NONE,0,0.0,0.374
FL000934,2025-07-03,Arunachal Pradesh,East Siang,28.1572,95.3426,108.8,4.01,0.24,204,0,NONE,0,0.0,0.209
FL000935,2025-07-03,Arunachal Pradesh,Lower Subansiri,27.6877,93.7249,143.3,6.33,2.82,1603,0,NONE,0,0.0,0.082
FL000936,2025-07-03,Assam,Kamrup Metropolitan,26.0348,91.8542,43.5,3.94,1.02,75,0,NONE,0,0.0,0.118
FL000937,2025-07-03,Assam,Kamrup Rural,26.2706,91.502,162.5,12.4,0.38,69,1,CRITICAL,1,30.5,0.705
FL000938,2025-07-03,Assam,Darrang,26.3317,91.93,46.1,4.73,0.36,20,0,NONE,0,0.0,0.349
FL000939,2025-07-04,Assam,Sonitpur,26.6728,92.7776,106.3,6.01,0.48,60,0,NONE,0,0.0,0.062
FL000940,2025-07-04,Assam,Dibrugarh,27.49,95.005,98.2,11.93,0.23,92,1,HIGH,1,75.1,0.861
FL000941,2025-07-04,Assam,Cachar,24.9435,92.9178,139.4,12.36,0.37,20,1,CRITICAL,1,94.9,0.777
FL000942,2025-07-04,Assam,Nagaon,26.3567,92.8278,161.4,11.27,0.89,40,1,CRITICAL,1,70.0,0.855
FL000943,2025-07-04,Meghalaya,East Khasi Hills,25.575,91.9643,212.2,6.39,2.35,1543,0,NONE,0,0.0,0.255
FL000944,2025-07-04,Meghalaya,West Khasi Hills,25.4991,91.397,127.2,4.39,2.08,1331,0,NONE,0,0.0,0.319
FL000945,2025-07-04,Meghalaya,Ri-Bhoi,25.8512,91.9194,166.8,3.4,1.84,563,0,NONE,0,0.0,0.094
FL000946,2025-07-04,Meghalaya,West Jaintia Hills,25.3237,92.1531,194.7,2.71,1.04,1310,0,NONE,0,0.0,0.024
FL000947,2025-07-04,Sikkim,East Sikkim,27.2691,88.6499,149.3,11.81,0.36,1624,1,CRITICAL,1,46.8,0.738
FL000948,2025-07-04,Sikkim,North Sikkim,27.6316,88.6244,78.9,3.56,0.32,2456,0,NONE,0,0.0,0.344
FL000949,2025-07-05,Sikkim,South Sikkim,27.0752,88.2069,121.3,3.45,0.31,1333,0,NONE,0,0.0,0.335
FL000950,2025-07-05,Nagaland,Kohima,25.7483,94.1835,102.1,4.28,1.62,1406,0,NONE,0,0.0,0.235
FL000951,2025-07-05,Nagaland,Dimapur,25.7759,93.8411,34.1,4.54,1.15,205,0,NONE,0,0.0,0.236
FL000952,2025-07-05,Nagaland,Mokokchung,26.3322,94.6688,86.1,3.04,1.95,1273,0,NONE,0,0.0,0.259
FL000953,2025-07-05,Manipur,Imphal West,24.8634,94.0524,79.4,3.56,0.73,764,0,NONE,0,0.0,0.083
FL000954,2025-07-05,Manipur,Bishnupur,24.6153,93.6524,41.4,5.01,0.07,777,0,NONE,0,0.0,0.349
FL000955,2025-07-05,Manipur,Senapati,25.3091,94.1181,93.0,4.53,1.45,1231,0,NONE,0,0.0,0.171
FL000956,2025-07-05,Mizoram,Aizawl,23.8384,92.8481,38.9,3.65,2.38,1140,0,NONE,0,0.0,0.158
FL000957,2025-07-05,Mizoram,Kolasib,24.2793,92.5831,38.9,2.52,1.44,626,0,NONE,0,0.0,0.207
FL000958,2025-07-05,Mizoram,Lunglei,22.9932,92.7205,129.5,5.77,2.45,1041,0,NONE,0,0.0,0.037
FL000959,2025-07-06,Tripura,West Tripura,23.7857,91.2987,132.8,9.7,1.15,78,1,CRITICAL,1,43.7,0.747
FL000960,2025-07-06,Tripura,Sipahijala,23.6087,91.2087,156.1,5.17,3.08,20,0,NONE,0,0.0,0.286
FL000961,2025-07-06,Tripura,Dhalai,23.9544,91.8032,52.1,4.04,1.8,140,0,NONE,0,0.0,0.05
FL000962,2025-07-06,Arunachal Pradesh,Tawang,27.5837,91.936,145.2,5.56,5.23,2878,0,NONE,0,0.0,0.237
FL000963,2025-07-06,Arunachal Pradesh,West Kameng,27.2024,92.3353,50.9,4.43,4.37,2140,0,NONE,0,0.0,0.108
FL000964,2025-07-06,Arunachal Pradesh,Papum Pare,27.215,93.5977,96.0,4.21,1.43,291,0,NONE,0,0.0,0.16
FL000965,2025-07-06,Arunachal Pradesh,East Siang,28.0329,95.2895,147.7,5.1,0.56,128,0,NONE,0,0.0,0.124
FL000966,2025-07-06,Arunachal Pradesh,Lower Subansiri,27.555,93.92,190.5,5.91,3.0,1578,0,NONE,0,0.0,0.148
FL000967,2025-07-06,Assam,Kamrup Metropolitan,26.0799,91.8091,32.6,4.59,0.67,98,0,NONE,0,0.0,0.279
FL000968,2025-07-06,Assam,Kamrup Rural,26.0555,91.453,76.8,10.63,0.75,20,1,HIGH,1,69.3,0.783
FL000969,2025-07-07,Assam,Darrang,26.3836,92.0678,99.0,11.57,0.15,20,1,HIGH,1,85.0,0.859
FL000970,2025-07-07,Assam,Sonitpur,26.7747,92.6492,143.2,11.09,0.33,31,1,CRITICAL,1,44.8,0.833
FL000971,2025-07-07,Assam,Dibrugarh,27.4543,94.7645,132.4,10.09,0.47,59,1,CRITICAL,1,59.9,0.886
FL000972,2025-07-07,Assam,Cachar,24.7859,92.7224,37.4,3.26,0.19,67,0,NONE,0,0.0,0.357
FL000973,2025-07-07,Assam,Nagaon,26.4043,92.5435,74.1,5.09,1.07,20,0,NONE,0,0.0,0.284
FL000974,2025-07-07,Meghalaya,East Khasi Hills,25.4456,91.976,57.8,3.66,2.07,1439,0,NONE,0,0.0,0.097
FL000975,2025-07-07,Meghalaya,West Khasi Hills,25.6287,91.185,182.0,4.96,1.63,1268,0,NONE,0,0.0,0.031
FL000976,2025-07-07,Meghalaya,Ri-Bhoi,25.9804,91.8047,124.2,4.96,1.41,588,0,NONE,0,0.0,0.114
FL000977,2025-07-07,Meghalaya,West Jaintia Hills,25.5984,92.1098,207.8,5.89,1.19,1364,0,NONE,0,0.0,0.234
FL000978,2025-07-07,Sikkim,East Sikkim,27.4835,88.5983,32.9,6.06,0.46,1677,0,NONE,0,0.0,0.039
FL000979,2025-07-08,Sikkim,North Sikkim,27.3976,88.6185,39.2,5.38,0.39,2485,0,NONE,0,0.0,0.199
FL000980,2025-07-08,Sikkim,South Sikkim,27.096,88.3916,158.2,10.12,0.18,1265,1,CRITICAL,1,20.4,0.867
FL000981,2025-07-08,Nagaland,Kohima,25.7251,94.2506,162.4,5.27,1.76,1410,0,NONE,0,0.0,0.14
FL000982,2025-07-08,Nagaland,Dimapur,25.807,93.6603,40.0,4.27,0.81,150,0,NONE,0,0.0,0.298
FL000983,2025-07-08,Nagaland,Mokokchung,26.4657,94.5443,31.2,5.64,2.24,1348,0,NONE,0,0.0,0.058
FL000984,2025-07-08,Manipur,Imphal West,24.7784,93.8136,112.0,3.68,0.7,745,0,NONE,0,0.0,0.047
FL000985,2025-07-08,Manipur,Bishnupur,24.5839,93.9054,40.4,5.77,0.09,807,0,NONE,0,0.0,0.282
FL000986,2025-07-08,Manipur,Senapati,25.3034,94.0704,133.3,4.02,1.47,1291,0,NONE,0,0.0,0.198
FL000987,2025-07-08,Mizoram,Aizawl,23.6721,92.7351,36.8,5.82,2.27,1152,0,NONE,0,0.0,0.268
FL000988,2025-07-08,Mizoram,Kolasib,24.2016,92.5879,58.0,4.68,1.42,638,0,NONE,0,0.0,0.177
FL000989,2025-07-09,Mizoram,Lunglei,22.8052,92.6018,45.4,6.39,2.44,1050,0,NONE,0,0.0,0.109
FL000990,2025-07-09,Tripura,West Tripura,23.8906,91.1937,155.9,4.58,1.16,20,0,NONE,0,0.0,0.315
FL000991,2025-07-09,Tripura,Sipahijala,23.6255,91.4223,84.0,4.91,2.91,48,0,NONE,0,0.0,0.308
FL000992,2025-07-09,Tripura,Dhalai,23.7207,91.7465,51.1,4.25,1.7,117,0,NONE,0,0.0,0.27
FL000993,2025-07-09,Arunachal Pradesh,Tawang,27.5723,91.9422,190.8,6.48,5.07,2904,0,NONE,0,0.0,0.118
FL000994,2025-07-09,Arunachal Pradesh,West Kameng,27.1201,92.5229,78.2,3.39,4.46,2239,0,NONE,0,0.0,0.232
FL000995,2025-07-09,Arunachal Pradesh,Papum Pare,26.9694,93.7567,206.1,4.16,1.29,364,0,NONE,0,0.0,0.15
FL000996,2025-07-09,Arunachal Pradesh,East Siang,28.0653,95.3414,210.5,4.38,0.42,173,0,NONE,0,0.0,0.053
FL000997,2025-07-09,Arunachal Pradesh,Lower Subansiri,27.4966,93.7089,45.2,6.5,3.09,1584,0,NONE,0,0.0,0.35
FL000998,2025-07-09,Assam,Kamrup Metropolitan,26.0334,91.8482,133.0,13.92,0.67,20,1,CRITICAL,1,68.3,0.738
FL000999,2025-07-10,Assam,Kamrup Rural,26.0445,91.6045,79.3,12.54,0.69,47,1,HIGH,1,92.1,0.966
FL001000,2025-07-10,Assam,Darrang,26.5124,91.9578,118.5,9.96,0.52,38,1,CRITICAL,1,58.4,0.825
FL001001,2025-07-10,Assam,Sonitpur,26.4877,92.9189,76.7,14.76,0.83,101,1,HIGH,1,26.9,0.752
FL001002,2025-07-10,Assam,Dibrugarh,27.3468,95.0023,32.5,5.16,0.63,55,0,NONE,0,0.0,0.215
FL001003,2025-07-10,Assam,Cachar,24.9504,92.8755,86.1,4.03,0.49,66,0,NONE,0,0.0,0.334
FL001004,2025-07-10,Assam,Nagaon,26.2749,92.5462,37.8,6.37,0.5,20,0,NONE,0,0.0,0.284
FL001005,2025-07-10,Meghalaya,East Khasi Hills,25.4936,91.8991,108.4,3.77,2.3,1442,0,NONE,0,0.0,0.31
FL001006,2025-07-10,Meghalaya,West Khasi Hills,25.4168,91.2679,222.9,5.2,2.17,1251,0,NONE,0,0.0,0.257
FL001007,2025-07-10,Meghalaya,Ri-Bhoi,25.9175,91.8974,125.5,4.66,1.67,585,0,NONE,0,0.0,0.269
FL001008,2025-07-10,Meghalaya,West Jaintia Hills,25.4074,92.1876,187.0,3.26,0.92,1355,0,NONE,0,0.0,0.326
FL001009,2025-07-11,Sikkim,East Sikkim,27.4266,88.6215,60.5,5.66,0.05,1654,0,NONE,0,0.0,0.11
FL001010,2025-07-11,Sikkim,North Sikkim,27.6495,88.5329,116.9,4.16,0.41,2435,0,NONE,0,0.0,0.196
FL001011,2025-07-11,Sikkim,South Sikkim,27.3191,88.4535,78.5,3.77,0.43,1292,0,NONE,0,0.0,0.1
FL001012,2025-07-11,Nagaland,Kohima,25.7429,94.1411,84.6,5.4,1.79,1452,0,NONE,0,0.0,0.376
FL001013,2025-07-11,Nagaland,Dimapur,25.9219,93.8009,81.6,4.29,0.94,181,0,NONE,0,0.0,0.36
FL001014,2025-07-11,Nagaland,Mokokchung,26.2941,94.5879,100.0,4.76,2.19,1296,0,NONE,0,0.0,0.034
FL001015,2025-07-11,Manipur,Imphal West,24.965,93.8774,98.4,14.4,0.39,763,1,HIGH,1,79.9,0.898
FL001016,2025-07-11,Manipur,Bishnupur,24.5769,93.846,144.7,15.16,0.23,830,1,CRITICAL,1,24.9,0.959
FL001017,2025-07-11,Manipur,Senapati,25.2761,94.0269,34.5,2.58,1.21,1308,0,NONE,0,0.0,0.085
FL001018,2025-07-11,Mizoram,Aizawl,23.7152,92.6144,141.9,3.77,2.13,1103,0,NONE,0,0.0,0.224
FL001019,2025-07-12,Mizoram,Kolasib,24.1399,92.7733,161.9,5.88,1.32,561,0,NONE,0,0.0,0.35
FL001020,2025-07-12,Mizoram,Lunglei,22.7952,92.6132,147.2,3.7,2.36,1001,0,NONE,0,0.0,0.032
FL001021,2025-07-12,Tripura,West Tripura,23.9292,91.3437,44.8,3.06,1.01,48,0,NONE,0,0.0,0.271
FL001022,2025-07-12,Tripura,Sipahijala,23.6777,91.1732,65.6,5.01,2.6,75,0,NONE,0,0.0,0.127
FL001023,2025-07-12,Tripura,Dhalai,23.7168,91.9313,91.3,5.7,1.63,124,0,NONE,0,0.0,0.353
FL001024,2025-07-12,Arunachal Pradesh,Tawang,27.7152,91.7456,140.8,5.51,5.37,2938,0,NONE,0,0.0,0.37
FL001025,2025-07-12,Arunachal Pradesh,West Kameng,27.2952,92.2693,64.1,3.71,4.29,2239,0,NONE,0,0.0,0.36
FL001026,2025-07-12,Arunachal Pradesh,Papum Pare,27.1077,93.5624,46.9,3.84,1.28,332,0,NONE,0,0.0,0.191
FL001027,2025-07-12,Arunachal Pradesh,East Siang,27.9822,95.1912,214.4,14.87,0.78,188,1,CRITICAL,1,78.0,0.941
FL001028,2025-07-12,Arunachal Pradesh,Lower Subansiri,27.6259,93.8526,79.6,4.19,2.74,1511,0,NONE,0,0.0,0.324
FL001029,2025-07-13,Assam,Kamrup Metropolitan,26.1128,91.6259,97.8,14.29,1.03,20,1,HIGH,1,63.0,0.789
FL001030,2025-07-13,Assam,Kamrup Rural,26.1994,91.4908,43.5,5.06,0.85,49,0,NONE,0,0.0,0.318
FL001031,2025-07-13,Assam,Darrang,26.3411,91.9215,139.0,9.7,0.31,63,1,CRITICAL,1,26.9,0.71
FL001032,2025-07-13,Assam,Sonitpur,26.6552,92.811,119.3,10.7,0.41,112,1,CRITICAL,1,54.3,0.867
FL001033,2025-07-13,Assam,Dibrugarh,27.4027,94.891,164.1,5.28,0.21,135,0,NONE,0,0.0,0.103
FL001034,2025-07-13,Assam,Cachar,24.8848,92.756,111.6,11.25,0.17,20,1,HIGH,1,64.2,0.734
FL001035,2025-07-13,Assam,Nagaon,26.3918,92.7649,42.0,3.18,0.85,25,0,NONE,0,0.0,0.048
FL001036,2025-07-13,Meghalaya,East Khasi Hills,25.7258,91.876,135.8,3.44,2.55,1448,0,NONE,0,0.0,0.271
FL001037,2025-07-13,Meghalaya,West Khasi Hills,25.43,91.3156,240.2,5.47,2.1,1239,0,NONE,0,0.0,0.142
FL001038,2025-07-13,Meghalaya,Ri-Bhoi,25.7837,91.7464,181.3,3.55,1.81,569,0,NONE,0,0.0,0.281
FL001039,2025-07-14,Meghalaya,West Jaintia Hills,25.546,92.0541,51.0,4.83,1.05,1358,0,NONE,0,0.0,0.044
FL001040,2025-07-14,Sikkim,East Sikkim,27.3303,88.5561,134.6,11.61,0.05,1684,1,CRITICAL,1,33.4,0.788
FL001041,2025-07-14,Sikkim,North Sikkim,27.507,88.4776,151.3,4.57,0.69,2451,0,NONE,0,0.0,0.214
FL001042,2025-07-14,Sikkim,South Sikkim,27.2285,88.4005,30.5,6.36,0.58,1288,0,NONE,0,0.0,0.305
FL001043,2025-07-14,Nagaland,Kohima,25.5381,94.0097,152.5,3.22,2.0,1416,0,NONE,0,0.0,0.135
FL001044,2025-07-14,Nagaland,Dimapur,25.8382,93.717,155.8,9.94,0.9,255,1,CRITICAL,1,83.6,0.875
FL001045,2025-07-14,Nagaland,Mokokchung,26.2564,94.6256,113.2,2.91,1.92,1344,0,NONE,0,0.0,0.339
FL001046,2025-07-14,Manipur,Imphal West,24.7547,94.0518,144.6,4.03,0.5,774,0,NONE,0,0.0,0.242
FL001047,2025-07-14,Manipur,Bishnupur,24.7754,93.6444,128.6,3.22,0.44,750,0,NONE,0,0.0,0.104
FL001048,2025-07-14,Manipur,Senapati,25.1364,93.9197,134.8,5.3,1.61,1248,0,NONE,0,0.0,0.029
FL001049,2025-07-15,Mizoram,Aizawl,23.589,92.8443,37.5,3.58,2.01,1109,0,NONE,0,0.0,0.333
FL001050,2025-07-15,Mizoram,Kolasib,24.1171,92.634,127.1,3.33,1.15,595,0,NONE,0,0.0,0.028
FL001051,2025-07-15,Mizoram,Lunglei,23.0288,92.8836,91.3,2.91,2.66,995,0,NONE,0,0.0,0.335
FL001052,2025-07-15,Tripura,West Tripura,23.9451,91.4039,126.9,5.63,1.56,79,0,NONE,0,0.0,0.21
FL001053,2025-07-15,Tripura,Sipahijala,23.7697,91.2297,80.8,4.89,2.98,20,0,NONE,0,0.0,0.358
FL001054,2025-07-15,Tripura,Dhalai,23.7263,91.8147,104.7,4.56,1.76,166,0,NONE,0,0.0,0.308
FL001055,2025-07-15,Arunachal Pradesh,Tawang,27.5043,91.7815,177.8,4.15,5.15,2859,0,NONE,0,0.0,0.379
FL001056,2025-07-15,Arunachal Pradesh,West Kameng,27.2961,92.4007,102.9,3.04,4.34,2156,0,NONE,0,0.0,0.146
FL001057,2025-07-15,Arunachal Pradesh,Papum Pare,27.1128,93.7066,164.9,5.3,1.4,370,0,NONE,0,0.0,0.296
FL001058,2025-07-15,Arunachal Pradesh,East Siang,28.1856,95.4489,192.9,10.96,0.78,150,1,CRITICAL,1,27.6,0.813
FL001059,2025-07-16,Arunachal Pradesh,Lower Subansiri,27.4435,93.9599,41.7,6.11,2.59,1617,0,NONE,0,0.0,0.193
FL001060,2025-07-16,Assam,Kamrup Metropolitan,26.1544,91.802,61.2,2.63,1.12,20,0,NONE,0,0.0,0.246
FL001061,2025-07-16,Assam,Kamrup Rural,26.2531,91.6416,163.1,14.99,0.97,110,1,CRITICAL,1,25.6,0.945
FL001062,2025-07-16,Assam,Darrang,26.393,92.1047,117.5,12.26,0.66,97,1,CRITICAL,1,68.0,0.976
FL001063,2025-07-16,Assam,Sonitpur,26.5659,92.8763,135.8,10.68,0.27,31,1,CRITICAL,1,42.6,0.915
FL001064,2025-07-16,Assam,Dibrugarh,27.6186,94.9471,86.1,10.53,0.3,125,1,HIGH,1,51.5,0.817
FL001065,2025-07-16,Assam,Cachar,24.753,92.8351,114.6,6.05,0.46,20,0,NONE,0,0.0,0.172
FL001066,2025-07-16,Assam,Nagaon,26.2354,92.7878,48.9,4.0,0.69,64,0,NONE,0,0.0,0.286
FL001067,2025-07-16,Meghalaya,East Khasi Hills,25.6844,91.8907,206.4,6.34,2.1,1447,0,NONE,0,0.0,0.106
FL001068,2025-07-16,Meghalaya,West Khasi Hills,25.4826,91.4006,187.5,3.48,1.82,1338,0,NONE,0,0.0,0.06
FL001069,2025-07-17,Meghalaya,Ri-Bhoi,25.9727,92.0265,251.4,3.97,1.37,586,0,NONE,0,0.0,0.148
FL001070,2025-07-17,Meghalaya,West Jaintia Hills,25.5864,92.1818,198.1,3.61,1.06,1348,0,NONE,0,0.0,0.123
FL001071,2025-07-17,Sikkim,East Sikkim,27.3262,88.5305,48.9,5.34,0.25,1641,0,NONE,0,0.0,0.127
FL001072,2025-07-17,Sikkim,North Sikkim,27.5973,88.6161,81.9,5.05,0.53,2440,0,NONE,0,0.0,0.104
FL001073,2025-07-17,Sikkim,South Sikkim,27.1981,88.3576,133.2,4.69,0.18,1352,0,NONE,0,0.0,0.035
FL001074,2025-07-17,Nagaland,Kohima,25.5579,94.0957,109.8,6.27,2.2,1492,0,NONE,0,0.0,0.026
FL001075,2025-07-17,Nagaland,Dimapur,25.9124,93.6962,120.0,10.36,0.9,229,1,CRITICAL,1,33.0,0.977
FL001076,2025-07-17,Nagaland,Mokokchung,26.4045,94.6588,50.1,3.94,2.11,1284,0,NONE,0,0.0,0.174
FL001077,2025-07-17,Manipur,Imphal West,24.7584,94.0351,62.5,5.39,0.44,784,0,NONE,0,0.0,0.158
FL001078,2025-07-17,Manipur,Bishnupur,24.7581,93.8215,72.3,2.85,0.59,825,0,NONE,0,0.0,0.265
FL001079,2025-07-18,Manipur,Senapati,25.2455,94.0768,63.5,5.21,1.53,1204,0,NONE,0,0.0,0.099
FL001080,2025-07-18,Mizoram,Aizawl,23.8454,92.7315,161.2,6.33,2.04,1120,0,NONE,0,0.0,0.362
FL001081,2025-07-18,Mizoram,Kolasib,24.1237,92.7071,125.5,3.41,1.52,641,0,NONE,0,0.0,0.303
FL001082,2025-07-18,Mizoram,Lunglei,22.7571,92.6872,121.1,3.9,2.77,1043,0,NONE,0,0.0,0.052
FL001083,2025-07-18,Tripura,West Tripura,23.897,91.1739,101.6,5.99,1.36,20,0,NONE,0,0.0,0.17
FL001084,2025-07-18,Tripura,Sipahijala,23.5106,91.3742,128.5,4.4,2.88,65,0,NONE,0,0.0,0.336
FL001085,2025-07-18,Tripura,Dhalai,23.9849,91.8136,83.6,5.1,1.46,128,0,NONE,0,0.0,0.36
FL001086,2025-07-18,Arunachal Pradesh,Tawang,27.5367,91.9708,69.7,5.17,5.51,2950,0,NONE,0,0.0,0.188
FL001087,2025-07-18,Arunachal Pradesh,West Kameng,27.1682,92.4795,118.9,6.19,4.72,2193,0,NONE,0,0.0,0.241
FL001088,2025-07-18,Arunachal Pradesh,Papum Pare,27.2387,93.5532,173.0,13.74,1.04,283,1,CRITICAL,1,40.0,0.747
FL001089,2025-07-19,Arunachal Pradesh,East Siang,27.9769,95.3628,51.9,5.14,0.47,127,0,NONE,0,0.0,0.377
FL001090,2025-07-19,Arunachal Pradesh,Lower Subansiri,27.5496,93.9222,113.7,4.64,2.7,1577,0,NONE,0,0.0,0.103
FL001091,2025-07-19,Assam,Kamrup Metropolitan,26.1712,91.7289,158.0,14.54,0.94,47,1,CRITICAL,1,23.9,0.964
FL001092,2025-07-19,Assam,Kamrup Rural,26.037,91.6767,83.7,10.9,0.71,33,1,HIGH,1,74.9,0.882
FL001093,2025-07-19,Assam,Darrang,26.5496,91.8957,164.2,14.5,0.28,20,1,CRITICAL,1,55.8,0.87
FL001094,2025-07-19,Assam,Sonitpur,26.5274,92.6523,35.3,3.53,0.44,91,0,NONE,0,0.0,0.205
FL001095,2025-07-19,Assam,Dibrugarh,27.5989,94.7767,87.6,6.21,0.25,101,0,NONE,0,0.0,0.103
FL001096,2025-07-19,Assam,Cachar,24.7686,92.8272,38.6,6.23,0.46,54,0,NONE,0,0.0,0.084
FL001097,2025-07-19,Assam,Nagaon,26.2484,92.6706,89.0,6.09,0.47,78,0,NONE,0,0.0,0.099
FL001098,2025-07-19,Meghalaya,East Khasi Hills,25.6594,91.8401,60.4,2.68,1.99,1544,0,NONE,0,0.0,0.087
FL001099,2025-07-20,Meghalaya,West Khasi Hills,25.4882,91.2751,122.5,4.12,1.63,1257,0,NONE,0,0.0,0.301
FL001100,2025-07-20,Meghalaya,Ri-Bhoi,26.0078,91.8288,73.5,2.81,1.7,542,0,NONE,0,0.0,0.146
FL001101,2025-07-20,Meghalaya,West Jaintia Hills,25.4836,92.0828,73.5,2.96,1.19,1363,0,NONE,0,0.0,0.041
FL001102,2025-07-20,Sikkim,East Sikkim,27.2152,88.6737,66.7,3.4,0.49,1667,0,NONE,0,0.0,0.369
FL001103,2025-07-20,Sikkim,North Sikkim,27.4362,88.5827,45.5,2.57,0.42,2430,0,NONE,0,0.0,0.338
FL001104,2025-07-20,Sikkim,South Sikkim,27.207,88.4781,86.1,3.57,0.49,1318,0,NONE,0,0.0,0.354
FL001105,2025-07-20,Nagaland,Kohima,25.7147,94.1064,93.6,5.12,1.7,1403,0,NONE,0,0.0,0.378
FL001106,2025-07-20,Nagaland,Dimapur,25.8439,93.6356,38.7,6.15,1.06,150,0,NONE,0,0.0,0.083
FL001107,2025-07-20,Nagaland,Mokokchung,26.2104,94.6244,68.8,3.04,2.12,1362,0,NONE,0,0.0,0.163
