travel_id,road_id,timestamp,state,district,distance_km,speed_limit_kmph,average_speed_kmph,traffic_level,weather_condition,road_condition,travel_time_minutes,delay_minutes
T000668,NH-10,2026-06-19 04:14:00,Sikkim,East Sikkim,5.0,35,14.7,HIGH,MODERATE_RAIN,POOR,20.4,11.8
T000669,NH-310,2026-06-19 04:16:00,Sikkim,North Sikkim,13.4,30,5.7,STANDSTILL,HEAVY_RAIN,POOR,141.1,114.3
T000670,NH-510,2026-06-19 04:18:00,Sikkim,South Sikkim,21.4,40,16.8,HIGH,MODERATE_RAIN,POOR,76.4,44.3
T000671,NH-29,2026-06-19 04:20:00,Nagaland,Kohima,21.2,40,4.0,STANDSTILL,TORRENTIAL_RAIN,POOR,318.0,286.2
T000672,NH-29,2026-06-19 04:22:00,Nagaland,Dimapur,18.5,65,33.8,MODERATE,HEAVY_RAIN,GOOD,32.8,15.7
T000673,NH-02,2026-06-19 04:24:00,Nagaland,Mokokchung,13.6,40,4.0,STANDSTILL,TORRENTIAL_RAIN,POOR,204.0,183.6
T000674,NH-02,2026-06-19 04:26:00,Manipur,Imphal West,17.8,60,31.2,MODERATE,HEAVY_RAIN,GOOD,34.2,16.4
T000675,NH-02,2026-06-19 04:28:00,Manipur,Bishnupur,19.3,55,48.4,LOW,LIGHT_RAIN,GOOD,23.9,2.8
T000676,NH-02,2026-06-19 04:30:00,Manipur,Senapati,5.7,45,4.0,STANDSTILL,TORRENTIAL_RAIN,POOR,85.5,77.9
T000677,NH-54,2026-06-19 04:32:00,Mizoram,Aizawl,5.8,40,16.8,HIGH,MODERATE_RAIN,POOR,20.7,12.0
T000678,NH-54,2026-06-19 04:34:00,Mizoram,Kolasib,7.8,45,39.6,MODERATE,LIGHT_RAIN,FAIR,11.8,1.4
T000679,NH-54,2026-06-19 04:36:00,Mizoram,Lunglei,11.5,40,26.8,MODERATE,CLEAR,POOR,25.7,8.4
T000680,NH-08,2026-06-19 04:38:00,Tripura,West Tripura,9.3,65,48.8,LOW,MODERATE_RAIN,GOOD,11.4,2.8
T000681,NH-08,2026-06-19 04:40:00,Tripura,Sipahijala,15.8,65,65.0,LOW,CLEAR,GOOD,14.6,0.0
T000682,NH-08,2026-06-19 04:42:00,Tripura,Dhalai,11.2,55,48.4,LOW,LIGHT_RAIN,GOOD,13.9,1.7
T000683,NH-13,2026-06-19 04:44:00,Arunachal Pradesh,Tawang,17.0,35,14.7,HIGH,MODERATE_RAIN,POOR,69.4,40.3
T000684,NH-13,2026-06-19 04:46:00,Arunachal Pradesh,West Kameng,19.5,40,26.8,MODERATE,CLEAR,POOR,43.7,14.5
T000685,NH-415,2026-06-19 04:48:00,Arunachal Pradesh,Papum Pare,19.4,50,26.0,MODERATE,HEAVY_RAIN,FAIR,44.8,21.5
T000686,NH-515,2026-06-19 04:50:00,Arunachal Pradesh,East Siang,13.5,60,31.2,MODERATE,HEAVY_RAIN,GOOD,26.0,12.5
T000687,NH-13,2026-06-19 04:52:00,Arunachal Pradesh,Lower Subansiri,13.4,40,26.8,MODERATE,CLEAR,POOR,30.0,9.9
T000688,NH-27,2026-06-19 04:54:00,Assam,Kamrup Metropolitan,12.4,80,17.6,HIGH,TORRENTIAL_RAIN,GOOD,42.3,33.0
T000689,NH-27,2026-06-19 04:56:00,Assam,Kamrup Rural,6.0,80,60.0,LOW,MODERATE_RAIN,GOOD,6.0,1.5
T000690,NH-15,2026-06-19 04:58:00,Assam,Darrang,7.8,65,65.0,LOW,CLEAR,GOOD,7.2,0.0
T000691,NH-15,2026-06-19 05:00:00,Assam,Sonitpur,18.3,70,70.0,LOW,CLEAR,GOOD,15.7,0.0
T000692,NH-37,2026-06-19 05:02:00,Assam,Dibrugarh,15.7,70,70.0,LOW,CLEAR,GOOD,13.5,0.0
T000693,NH-37,2026-06-19 05:04:00,Assam,Cachar,20.4,60,52.8,LOW,LIGHT_RAIN,GOOD,23.2,2.8
T000694,NH-27,2026-06-19 05:06:00,Assam,Nagaon,7.1,75,16.5,HIGH,TORRENTIAL_RAIN,GOOD,25.8,20.1
T000695,NH-206,2026-06-19 05:08:00,Meghalaya,East Khasi Hills,7.9,40,16.8,HIGH,MODERATE_RAIN,POOR,28.2,16.3
T000696,NH-127B,2026-06-19 05:10:00,Meghalaya,West Khasi Hills,14.0,45,39.6,MODERATE,LIGHT_RAIN,FAIR,21.2,2.5
T000697,NH-06,2026-06-19 05:12:00,Meghalaya,Ri-Bhoi,11.7,65,14.3,HIGH,TORRENTIAL_RAIN,FAIR,49.1,38.3
T000698,NH-06,2026-06-19 05:14:00,Meghalaya,West Jaintia Hills,12.6,45,9.9,HIGH,TORRENTIAL_RAIN,FAIR,76.4,59.6
T000699,NH-10,2026-06-19 05:16:00,Sikkim,East Sikkim,8.5,35,14.7,HIGH,MODERATE_RAIN,POOR,34.7,20.1
T000700,NH-310,2026-06-19 05:18:00,Sikkim,North Sikkim,17.0,30,4.0,STANDSTILL,TORRENTIAL_RAIN,POOR,255.0,221.0
T000701,NH-510,2026-06-19 05:20:00,Sikkim,South Sikkim,6.0,40,16.8,HIGH,MODERATE_RAIN,POOR,21.4,12.4
T000702,NH-29,2026-06-19 05:22:00,Nagaland,Kohima,14.6,40,16.8,HIGH,MODERATE_RAIN,POOR,52.1,30.2
T000703,NH-29,2026-06-19 05:24:00,Nagaland,Dimapur,21.2,65,33.8,MODERATE,HEAVY_RAIN,GOOD,37.6,18.0
T000704,NH-02,2026-06-19 05:26:00,Nagaland,Mokokchung,11.4,40,7.6,STANDSTILL,HEAVY_RAIN,POOR,90.0,72.9
T000705,NH-02,2026-06-19 05:28:00,Manipur,Imphal West,19.4,60,45.0,LOW,MODERATE_RAIN,GOOD,25.9,6.5
T000706,NH-02,2026-06-19 05:30:00,Manipur,Bishnupur,12.9,55,48.4,LOW,LIGHT_RAIN,GOOD,16.0,1.9
T000707,NH-02,2026-06-19 05:32:00,Manipur,Senapati,20.1,45,23.4,MODERATE,HEAVY_RAIN,FAIR,51.5,24.7
T000708,NH-54,2026-06-19 05:34:00,Mizoram,Aizawl,20.1,40,4.0,STANDSTILL,TORRENTIAL_RAIN,POOR,301.5,271.4
T000709,NH-54,2026-06-19 05:36:00,Mizoram,Kolasib,7.0,45,33.8,MODERATE,MODERATE_RAIN,FAIR,12.4,3.1
T000710,NH-54,2026-06-19 05:38:00,Mizoram,Lunglei,20.2,40,4.0,STANDSTILL,TORRENTIAL_RAIN,POOR,303.0,272.7
T000711,NH-08,2026-06-19 05:40:00,Tripura,West Tripura,16.6,65,48.8,LOW,MODERATE_RAIN,GOOD,20.4,5.1
T000712,NH-08,2026-06-19 05:42:00,Tripura,Sipahijala,5.7,65,48.8,LOW,MODERATE_RAIN,GOOD,7.0,1.7
T000713,NH-08,2026-06-19 05:44:00,Tripura,Dhalai,6.7,55,28.6,MODERATE,HEAVY_RAIN,GOOD,14.1,6.8
T000714,NH-13,2026-06-19 05:46:00,Arunachal Pradesh,Tawang,8.8,35,14.7,HIGH,MODERATE_RAIN,POOR,35.9,20.8
T000715,NH-13,2026-06-19 05:48:00,Arunachal Pradesh,West Kameng,21.4,40,26.8,MODERATE,CLEAR,POOR,47.9,15.8
T000716,NH-415,2026-06-19 05:50:00,Arunachal Pradesh,Papum Pare,17.1,50,37.5,MODERATE,MODERATE_RAIN,FAIR,27.4,6.9
T000717,NH-515,2026-06-19 05:52:00,Arunachal Pradesh,East Siang,20.3,60,52.8,LOW,LIGHT_RAIN,GOOD,23.1,2.8
T000718,NH-13,2026-06-19 05:54:00,Arunachal Pradesh,Lower Subansiri,11.1,40,4.0,STANDSTILL,TORRENTIAL_RAIN,POOR,166.5,149.8
T000719,NH-27,2026-06-19 05:56:00,Assam,Kamrup Metropolitan,10.0,80,41.6,MODERATE,HEAVY_RAIN,GOOD,14.4,6.9
T000720,NH-27,2026-06-19 05:58:00,Assam,Kamrup Rural,19.9,80,41.6,MODERATE,HEAVY_RAIN,GOOD,28.7,13.8
T000721,NH-15,2026-06-19 06:00:00,Assam,Darrang,7.9,65,33.8,MODERATE,HEAVY_RAIN,GOOD,14.0,6.7
T000722,NH-15,2026-06-19 06:02:00,Assam,Sonitpur,7.4,70,15.4,HIGH,TORRENTIAL_RAIN,GOOD,28.8,22.5
T000723,NH-37,2026-06-19 06:04:00,Assam,Dibrugarh,13.7,70,15.4,HIGH,TORRENTIAL_RAIN,GOOD,53.4,41.7
T000724,NH-37,2026-06-19 06:06:00,Assam,Cachar,11.4,60,60.0,LOW,CLEAR,GOOD,11.4,0.0
T000725,NH-27,2026-06-19 06:08:00,Assam,Nagaon,12.9,75,66.0,LOW,LIGHT_RAIN,GOOD,11.7,1.4
T000726,NH-206,2026-06-19 06:10:00,Meghalaya,East Khasi Hills,10.4,40,7.6,STANDSTILL,HEAVY_RAIN,POOR,82.1,66.5
T000727,NH-127B,2026-06-19 06:12:00,Meghalaya,West Khasi Hills,15.2,45,23.4,MODERATE,HEAVY_RAIN,FAIR,39.0,18.7
T000728,NH-06,2026-06-19 06:14:00,Meghalaya,Ri-Bhoi,12.0,65,14.3,HIGH,TORRENTIAL_RAIN,FAIR,50.3,39.2
T000729,NH-06,2026-06-19 06:16:00,Meghalaya,West Jaintia Hills,10.0,45,33.8,MODERATE,MODERATE_RAIN,FAIR,17.8,4.5
T000730,NH-10,2026-06-19 06:18:00,Sikkim,East Sikkim,11.7,35,14.7,HIGH,MODERATE_RAIN,POOR,47.8,27.7
T000731,NH-310,2026-06-19 06:20:00,Sikkim,North Sikkim,20.2,30,20.1,HIGH,CLEAR,POOR,60.3,19.9
T000732,NH-510,2026-06-19 06:22:00,Sikkim,South Sikkim,18.5,40,4.0,STANDSTILL,TORRENTIAL_RAIN,POOR,277.5,249.8
T000733,NH-29,2026-06-19 06:24:00,Nagaland,Kohima,10.1,40,16.8,HIGH,MODERATE_RAIN,POOR,36.1,21.0
T000734,NH-29,2026-06-19 06:26:00,Nagaland,Dimapur,15.1,65,57.2,LOW,LIGHT_RAIN,GOOD,15.8,1.9
T000735,NH-02,2026-06-19 06:28:00,Nagaland,Mokokchung,9.6,40,7.6,STANDSTILL,HEAVY_RAIN,POOR,75.8,61.4
T000736,NH-02,2026-06-19 06:30:00,Manipur,Imphal West,21.9,60,31.2,MODERATE,HEAVY_RAIN,GOOD,42.1,20.2
T000737,NH-02,2026-06-19 06:32:00,Manipur,Bishnupur,18.3,55,28.6,MODERATE,HEAVY_RAIN,GOOD,38.4,18.4
T000738,NH-02,2026-06-19 06:34:00,Manipur,Senapati,15.9,45,23.4,MODERATE,HEAVY_RAIN,FAIR,40.8,19.6
T000739,NH-54,2026-06-19 06:36:00,Mizoram,Aizawl,6.1,40,16.8,HIGH,MODERATE_RAIN,POOR,21.8,12.7
T000740,NH-54,2026-06-19 06:38:00,Mizoram,Kolasib,8.1,45,23.4,MODERATE,HEAVY_RAIN,FAIR,20.8,10.0
T000741,NH-54,2026-06-19 06:40:00,Mizoram,Lunglei,8.3,40,26.8,MODERATE,CLEAR,POOR,18.6,6.2
T000742,NH-08,2026-06-19 06:42:00,Tripura,West Tripura,16.1,65,65.0,LOW,CLEAR,GOOD,14.9,0.0
T000743,NH-08,2026-06-19 06:44:00,Tripura,Sipahijala,18.6,65,33.8,MODERATE,HEAVY_RAIN,GOOD,33.0,15.8
T000744,NH-08,2026-06-19 06:46:00,Tripura,Dhalai,7.4,55,28.6,MODERATE,HEAVY_RAIN,GOOD,15.5,7.4
T000745,NH-13,2026-06-19 06:48:00,Arunachal Pradesh,Tawang,21.0,35,19.2,HIGH,LIGHT_RAIN,POOR,65.6,29.6
T000746,NH-13,2026-06-19 06:50:00,Arunachal Pradesh,West Kameng,21.4,40,7.6,STANDSTILL,HEAVY_RAIN,POOR,168.9,136.8
T000747,NH-415,2026-06-19 06:52:00,Arunachal Pradesh,Papum Pare,6.5,50,44.0,MODERATE,LIGHT_RAIN,FAIR,8.9,1.1
T000748,NH-515,2026-06-19 06:54:00,Arunachal Pradesh,East Siang,10.5,60,31.2,MODERATE,HEAVY_RAIN,GOOD,20.2,9.7
T000749,NH-13,2026-06-19 06:56:00,Arunachal Pradesh,Lower Subansiri,15.1,40,16.8,HIGH,MODERATE_RAIN,POOR,53.9,31.2
T000750,NH-27,2026-06-19 06:58:00,Assam,Kamrup Metropolitan,19.1,80,41.6,MODERATE,HEAVY_RAIN,GOOD,27.5,13.2
T000751,NH-27,2026-06-19 07:00:00,Assam,Kamrup Rural,16.9,80,80.0,LOW,CLEAR,GOOD,12.7,0.0
T000752,NH-15,2026-06-19 07:02:00,Assam,Darrang,7.9,65,33.8,MODERATE,HEAVY_RAIN,GOOD,14.0,6.7
T000753,NH-15,2026-06-19 07:04:00,Assam,Sonitpur,8.8,70,52.5,LOW,MODERATE_RAIN,GOOD,10.1,2.6
T000754,NH-37,2026-06-19 07:06:00,Assam,Dibrugarh,5.9,70,61.6,LOW,LIGHT_RAIN,GOOD,5.7,0.6
T000755,NH-37,2026-06-19 07:08:00,Assam,Cachar,20.0,60,60.0,LOW,CLEAR,GOOD,20.0,0.0
T000756,NH-27,2026-06-19 07:10:00,Assam,Nagaon,16.5,75,75.0,LOW,CLEAR,GOOD,13.2,0.0
T000757,NH-206,2026-06-19 07:12:00,Meghalaya,East Khasi Hills,13.1,40,8.8,HIGH,TORRENTIAL_RAIN,FAIR,89.3,69.6
T000758,NH-127B,2026-06-19 07:14:00,Meghalaya,West Khasi Hills,21.1,45,45.0,LOW,CLEAR,FAIR,28.1,0.0
T000759,NH-06,2026-06-19 07:16:00,Meghalaya,Ri-Bhoi,5.1,65,14.3,HIGH,TORRENTIAL_RAIN,FAIR,21.4,16.7
T000760,NH-06,2026-06-19 07:18:00,Meghalaya,West Jaintia Hills,9.2,45,39.6,MODERATE,LIGHT_RAIN,FAIR,13.9,1.6
T000761,NH-10,2026-06-19 07:20:00,Sikkim,East Sikkim,12.4,35,23.5,MODERATE,CLEAR,POOR,31.7,10.4
T000762,NH-310,2026-06-19 07:22:00,Sikkim,North Sikkim,20.6,30,20.1,HIGH,CLEAR,POOR,61.5,20.3
T000763,NH-510,2026-06-19 07:24:00,Sikkim,South Sikkim,17.3,40,22.0,MODERATE,LIGHT_RAIN,POOR,47.2,21.3
T000764,NH-29,2026-06-19 07:26:00,Nagaland,Kohima,8.8,40,4.0,STANDSTILL,TORRENTIAL_RAIN,POOR,132.0,118.8
T000765,NH-29,2026-06-19 07:28:00,Nagaland,Dimapur,5.2,65,14.3,HIGH,TORRENTIAL_RAIN,GOOD,21.8,17.0
T000766,NH-02,2026-06-19 07:30:00,Nagaland,Mokokchung,12.2,40,22.0,MODERATE,LIGHT_RAIN,POOR,33.3,15.0
T000767,NH-02,2026-06-19 07:32:00,Manipur,Imphal West,5.3,60,13.2,HIGH,TORRENTIAL_RAIN,GOOD,24.1,18.8
T000768,NH-02,2026-06-19 07:34:00,Manipur,Bishnupur,10.8,55,48.4,LOW,LIGHT_RAIN,GOOD,13.4,1.6
T000769,NH-02,2026-06-19 07:36:00,Manipur,Senapati,6.0,45,33.8,MODERATE,MODERATE_RAIN,FAIR,10.7,2.7
T000770,NH-54,2026-06-19 07:38:00,Mizoram,Aizawl,11.7,40,22.0,MODERATE,LIGHT_RAIN,POOR,31.9,14.4
T000771,NH-54,2026-06-19 07:40:00,Mizoram,Kolasib,8.9,45,33.8,MODERATE,MODERATE_RAIN,FAIR,15.8,3.9
T000772,NH-54,2026-06-19 07:42:00,Mizoram,Lunglei,8.4,40,7.6,STANDSTILL,HEAVY_RAIN,POOR,66.3,53.7
T000773,NH-08,2026-06-19 07:44:00,Tripura,West Tripura,14.0,65,48.8,LOW,MODERATE_RAIN,GOOD,17.2,4.3
T000774,NH-08,2026-06-19 07:46:00,Tripura,Sipahijala,16.9,65,65.0,LOW,CLEAR,GOOD,15.6,0.0
T000775,NH-08,2026-06-19 07:48:00,Tripura,Dhalai,16.0,55,48.4,LOW,LIGHT_RAIN,GOOD,19.8,2.3
T000776,NH-13,2026-06-19 07:50:00,Arunachal Pradesh,Tawang,16.3,35,23.5,MODERATE,CLEAR,POOR,41.6,13.7
T000777,NH-13,2026-06-19 07:52:00,Arunachal Pradesh,West Kameng,16.9,40,4.0,STANDSTILL,TORRENTIAL_RAIN,POOR,253.5,228.2
T000778,NH-415,2026-06-19 07:54:00,Arunachal Pradesh,Papum Pare,12.3,50,37.5,MODERATE,MODERATE_RAIN,FAIR,19.7,4.9
T000779,NH-515,2026-06-19 07:56:00,Arunachal Pradesh,East Siang,13.4,60,52.8,LOW,LIGHT_RAIN,GOOD,15.2,1.8
T000780,NH-13,2026-06-19 07:58:00,Arunachal Pradesh,Lower Subansiri,12.3,40,26.8,MODERATE,CLEAR,POOR,27.5,9.1
T000781,NH-27,2026-06-19 08:00:00,Assam,Kamrup Metropolitan,8.4,80,41.6,MODERATE,HEAVY_RAIN,GOOD,12.1,5.8
T000782,NH-27,2026-06-19 08:02:00,Assam,Kamrup Rural,13.4,80,80.0,LOW,CLEAR,GOOD,10.1,0.0
T000783,NH-15,2026-06-19 08:04:00,Assam,Darrang,15.5,65,14.3,HIGH,TORRENTIAL_RAIN,GOOD,65.0,50.7
T000784,NH-15,2026-06-19 08:06:00,Assam,Sonitpur,17.7,70,15.4,HIGH,TORRENTIAL_RAIN,GOOD,69.0,53.8
T000785,NH-37,2026-06-19 08:08:00,Assam,Dibrugarh,16.9,70,52.5,LOW,MODERATE_RAIN,GOOD,19.3,4.8
T000786,NH-37,2026-06-19 08:10:00,Assam,Cachar,21.3,60,45.0,LOW,MODERATE_RAIN,GOOD,28.4,7.1
T000787,NH-27,2026-06-19 08:12:00,Assam,Nagaon,10.4,75,56.2,LOW,MODERATE_RAIN,GOOD,11.1,2.8
T000788,NH-206,2026-06-19 08:14:00,Meghalaya,East Khasi Hills,16.8,40,4.0,STANDSTILL,TORRENTIAL_RAIN,POOR,252.0,226.8
T000789,NH-127B,2026-06-19 08:16:00,Meghalaya,West Khasi Hills,18.9,45,45.0,LOW,CLEAR,FAIR,25.2,0.0
T000790,NH-06,2026-06-19 08:18:00,Meghalaya,Ri-Bhoi,10.0,65,33.8,MODERATE,HEAVY_RAIN,FAIR,17.8,8.6
T000791,NH-06,2026-06-19 08:20:00,Meghalaya,West Jaintia Hills,18.1,45,23.4,MODERATE,HEAVY_RAIN,FAIR,46.4,22.3
T000792,NH-10,2026-06-19 08:22:00,Sikkim,East Sikkim,8.7,35,23.5,MODERATE,CLEAR,POOR,22.2,7.3
T000793,NH-310,2026-06-19 08:24:00,Sikkim,North Sikkim,21.9,30,5.7,STANDSTILL,HEAVY_RAIN,POOR,230.5,186.7
T000794,NH-510,2026-06-19 08:26:00,Sikkim,South Sikkim,10.9,40,4.0,STANDSTILL,TORRENTIAL_RAIN,POOR,163.5,147.2
T000795,NH-29,2026-06-19 08:28:00,Nagaland,Kohima,10.7,40,22.0,MODERATE,LIGHT_RAIN,POOR,29.2,13.2
T000796,NH-29,2026-06-19 08:30:00,Nagaland,Dimapur,11.7,65,48.8,LOW,MODERATE_RAIN,GOOD,14.4,3.6
T000797,NH-02,2026-06-19 08:32:00,Nagaland,Mokokchung,15.1,40,16.8,HIGH,MODERATE_RAIN,POOR,53.9,31.2
T000798,NH-02,2026-06-19 08:34:00,Manipur,Imphal West,8.4,60,45.0,LOW,MODERATE_RAIN,GOOD,11.2,2.8
T000799,NH-02,2026-06-19 08:36:00,Manipur,Bishnupur,7.3,55,55.0,LOW,CLEAR,GOOD,8.0,0.0
T000800,NH-02,2026-06-19 08:38:00,Manipur,Senapati,12.9,45,23.4,MODERATE,HEAVY_RAIN,FAIR,33.1,15.9
T000801,NH-54,2026-06-19 08:40:00,Mizoram,Aizawl,13.0,40,7.6,STANDSTILL,HEAVY_RAIN,POOR,102.6,83.1
T000802,NH-54,2026-06-19 08:42:00,Mizoram,Kolasib,11.6,45,39.6,MODERATE,LIGHT_RAIN,FAIR,17.6,2.1
T000803,NH-54,2026-06-19 08:44:00,Mizoram,Lunglei,5.0,40,26.8,MODERATE,CLEAR,POOR,11.2,3.7
T000804,NH-08,2026-06-19 08:46:00,Tripura,West Tripura,19.6,65,65.0,LOW,CLEAR,GOOD,18.1,0.0
T000805,NH-08,2026-06-19 08:48:00,Tripura,Sipahijala,6.8,65,48.8,LOW,MODERATE_RAIN,GOOD,8.4,2.1
T000806,NH-08,2026-06-19 08:50:00,Tripura,Dhalai,11.5,55,28.6,MODERATE,HEAVY_RAIN,GOOD,24.1,11.6
T000807,NH-13,2026-06-19 08:52:00,Arunachal Pradesh,Tawang,8.3,35,4.0,STANDSTILL,TORRENTIAL_RAIN,POOR,124.5,110.3
T000808,NH-13,2026-06-19 08:54:00,Arunachal Pradesh,West Kameng,14.4,40,22.0,MODERATE,LIGHT_RAIN,POOR,39.3,17.7
T000809,NH-415,2026-06-19 08:56:00,Arunachal Pradesh,Papum Pare,18.3,50,37.5,MODERATE,MODERATE_RAIN,FAIR,29.3,7.3
T000810,NH-515,2026-06-19 08:58:00,Arunachal Pradesh,East Siang,13.4,60,13.2,HIGH,TORRENTIAL_RAIN,GOOD,60.9,47.5
T000811,NH-13,2026-06-19 09:00:00,Arunachal Pradesh,Lower Subansiri,8.4,40,7.6,STANDSTILL,HEAVY_RAIN,POOR,66.3,53.7
T000812,NH-27,2026-06-19 09:02:00,Assam,Kamrup Metropolitan,14.6,80,70.4,LOW,LIGHT_RAIN,GOOD,12.4,1.5
T000813,NH-27,2026-06-19 09:04:00,Assam,Kamrup Rural,21.3,80,17.6,HIGH,TORRENTIAL_RAIN,GOOD,72.6,56.6
T000814,NH-15,2026-06-19 09:06:00,Assam,Darrang,5.4,65,48.8,LOW,MODERATE_RAIN,GOOD,6.6,1.6
T000815,NH-15,2026-06-19 09:08:00,Assam,Sonitpur,20.2,70,52.5,LOW,MODERATE_RAIN,GOOD,23.1,5.8
T000816,NH-37,2026-06-19 09:10:00,Assam,Dibrugarh,10.0,70,61.6,LOW,LIGHT_RAIN,GOOD,9.7,1.1
T000817,NH-37,2026-06-19 09:12:00,Assam,Cachar,13.8,60,52.8,LOW,LIGHT_RAIN,GOOD,15.7,1.9
T000818,NH-27,2026-06-19 09:14:00,Assam,Nagaon,14.5,75,56.2,LOW,MODERATE_RAIN,GOOD,15.5,3.9
T000819,NH-206,2026-06-19 09:16:00,Meghalaya,East Khasi Hills,16.8,40,22.0,MODERATE,LIGHT_RAIN,POOR,45.8,20.6
T000820,NH-127B,2026-06-19 09:18:00,Meghalaya,West Khasi Hills,15.1,45,39.6,MODERATE,LIGHT_RAIN,FAIR,22.9,2.8
T000821,NH-06,2026-06-19 09:20:00,Meghalaya,Ri-Bhoi,19.6,65,65.0,LOW,CLEAR,FAIR,18.1,0.0
T000822,NH-06,2026-06-19 09:22:00,Meghalaya,West Jaintia Hills,20.1,45,39.6,MODERATE,LIGHT_RAIN,FAIR,30.5,3.7
T000823,NH-10,2026-06-19 09:24:00,Sikkim,East Sikkim,19.7,35,23.5,MODERATE,CLEAR,POOR,50.3,16.5
T000824,NH-310,2026-06-19 09:26:00,Sikkim,North Sikkim,17.1,30,5.7,STANDSTILL,HEAVY_RAIN,POOR,180.0,145.8
T000825,NH-510,2026-06-19 09:28:00,Sikkim,South Sikkim,20.6,40,26.8,MODERATE,CLEAR,POOR,46.1,15.2
T000826,NH-29,2026-06-19 09:30:00,Nagaland,Kohima,8.6,40,16.8,HIGH,MODERATE_RAIN,POOR,30.7,17.8
T000827,NH-29,2026-06-19 09:32:00,Nagaland,Dimapur,8.1,65,14.3,HIGH,TORRENTIAL_RAIN,GOOD,34.0,26.5
T000828,NH-02,2026-06-19 09:34:00,Nagaland,Mokokchung,11.1,40,8.8,HIGH,TORRENTIAL_RAIN,FAIR,75.7,59.1
T000829,NH-02,2026-06-19 09:36:00,Manipur,Imphal West,10.3,60,60.0,LOW,CLEAR,GOOD,10.3,0.0
T000830,NH-02,2026-06-19 09:38:00,Manipur,Bishnupur,19.0,55,55.0,LOW,CLEAR,GOOD,20.7,0.0
T000831,NH-02,2026-06-19 09:40:00,Manipur,Senapati,8.2,45,23.4,MODERATE,HEAVY_RAIN,FAIR,21.0,10.1
T000832,NH-54,2026-06-19 09:42:00,Mizoram,Aizawl,9.6,40,7.6,STANDSTILL,HEAVY_RAIN,POOR,75.8,61.4
T000833,NH-54,2026-06-19 09:44:00,Mizoram,Kolasib,8.7,45,9.9,HIGH,TORRENTIAL_RAIN,FAIR,52.7,41.1
T000834,NH-54,2026-06-19 09:46:00,Mizoram,Lunglei,21.1,40,16.8,HIGH,MODERATE_RAIN,POOR,75.4,43.8
T000835,NH-08,2026-06-19 09:48:00,Tripura,West Tripura,13.2,65,14.3,HIGH,TORRENTIAL_RAIN,GOOD,55.4,43.2
T000836,NH-08,2026-06-19 09:50:00,Tripura,Sipahijala,20.2,65,48.8,LOW,MODERATE_RAIN,GOOD,24.8,6.2
T000837,NH-08,2026-06-19 09:52:00,Tripura,Dhalai,14.0,55,28.6,MODERATE,HEAVY_RAIN,GOOD,29.4,14.1
T000838,NH-13,2026-06-19 09:54:00,Arunachal Pradesh,Tawang,15.7,35,14.7,HIGH,MODERATE_RAIN,POOR,64.1,37.2
T000839,NH-13,2026-06-19 09:56:00,Arunachal Pradesh,West Kameng,8.6,40,26.8,MODERATE,CLEAR,POOR,19.3,6.4
T000840,NH-415,2026-06-19 09:58:00,Arunachal Pradesh,Papum Pare,8.0,50,11.0,HIGH,TORRENTIAL_RAIN,FAIR,43.6,34.0
T000841,NH-515,2026-06-19 10:00:00,Arunachal Pradesh,East Siang,16.0,60,45.0,LOW,MODERATE_RAIN,GOOD,21.3,5.3
T000842,NH-13,2026-06-19 10:02:00,Arunachal Pradesh,Lower Subansiri,20.5,40,7.6,STANDSTILL,HEAVY_RAIN,POOR,161.8,131.1
T000843,NH-27,2026-06-19 10:04:00,Assam,Kamrup Metropolitan,15.2,80,17.6,HIGH,TORRENTIAL_RAIN,GOOD,51.8,40.4
T000844,NH-27,2026-06-19 10:06:00,Assam,Kamrup Rural,18.0,80,41.6,MODERATE,HEAVY_RAIN,GOOD,26.0,12.5
T000845,NH-15,2026-06-19 10:08:00,Assam,Darrang,11.7,65,48.8,LOW,MODERATE_RAIN,GOOD,14.4,3.6
T000846,NH-15,2026-06-19 10:10:00,Assam,Sonitpur,10.1,70,70.0,LOW,CLEAR,GOOD,8.7,0.0
T000847,NH-37,2026-06-19 10:12:00,Assam,Dibrugarh,7.0,70,70.0,LOW,CLEAR,GOOD,6.0,0.0
T000848,NH-37,2026-06-19 10:14:00,Assam,Cachar,8.9,60,60.0,LOW,CLEAR,GOOD,8.9,0.0
T000849,NH-27,2026-06-19 10:16:00,Assam,Nagaon,21.9,75,56.2,LOW,MODERATE_RAIN,GOOD,23.4,5.9
T000850,NH-206,2026-06-19 10:18:00,Meghalaya,East Khasi Hills,21.4,40,4.0,STANDSTILL,TORRENTIAL_RAIN,POOR,321.0,288.9
T000851,NH-127B,2026-06-19 10:20:00,Meghalaya,West Khasi Hills,20.5,45,45.0,LOW,CLEAR,FAIR,27.3,0.0
T000852,NH-06,2026-06-19 10:22:00,Meghalaya,Ri-Bhoi,9.8,65,14.3,HIGH,TORRENTIAL_RAIN,FAIR,41.1,32.1
T000853,NH-06,2026-06-19 10:24:00,Meghalaya,West Jaintia Hills,16.5,45,23.4,MODERATE,HEAVY_RAIN,FAIR,42.3,20.3
T000854,NH-10,2026-06-19 10:26:00,Sikkim,East Sikkim,14.3,35,6.6,STANDSTILL,HEAVY_RAIN,POOR,130.0,105.5
T000855,NH-310,2026-06-19 10:28:00,Sikkim,North Sikkim,21.5,30,20.1,HIGH,CLEAR,POOR,64.2,21.2
